StationNumber,Temperature,Latitude,Longitude,State
702715,58.0,61.949,-147.169,AK
998167,58.0,59.6,-151.417,AK
702730,62.8,61.169,-150.028,AK
723870,76.5,36.621,-116.028,NV
724250,69.1,38.365,-82.555,WV
997789,55.6,58.967,-135.217,AK
720498,70.0,37.4,-77.517,VA
720498,70.0,37.4,-77.517,VA
997993,68.9,43.05,-70.833,NH
702645,58.7,63.733,-148.917,AK
702645,58.7,63.733,-148.917,AK
724016,71.5,38.133,-78.45,VA
724016,71.5,38.137,-78.455,VA
745090,72.4,37.417,-122.05,CA
745090,72.4,37.406,-122.048,CA
725396,70.5,42.3,-85.25,MI
725396,70.5,42.308,-85.251,MI
725366,69.8,41.014,-83.669,OH
725957,66.4,41.317,-122.317,CA
725957,66.4,41.333,-122.333,CA
724030,70.6,38.935,-77.447,VA
726776,54.3,47.049,-109.458,MT
723816,78.0,34.741,-118.212,CA
727684,61.4,47.329,-106.953,MT
727684,61.4,47.326,-106.948,MT
726223,69.2,44.936,-74.846,NY
724037,70.3,38.717,-77.183,VA
724037,70.3,38.717,-77.183,VA
724200,67.3,40.82,-82.518,OH
994160,77.6,34.62,-76.52,NC
994700,65.8,59.38,-153.35,AK
724885,66.6,39.417,-118.717,NV
725130,66.5,41.334,-75.727,PA
725075,63.3,42.696,-73.17,MA
725075,63.3,42.697,-73.17,MA
722680,81.2,33.308,-104.508,NM
721015,60.4,47.751,-101.674,ND
725087,71.6,41.733,-72.65,CT
725087,71.6,41.736,-72.651,CT
722080,78.0,32.899,-80.041,SC
725073,66.6,42.067,-70.217,MA
725073,66.6,42.072,-70.221,MA
722536,84.9,29.517,-98.267,TX
722536,84.9,29.533,-98.262,TX
703052,59.4,61.533,-160.333,AK
703052,59.4,61.536,-160.341,AK
723965,73.0,35.67,-120.628,CA
725395,67.6,42.267,-84.467,MI
726830,60.8,43.583,-118.95,OR
726830,60.8,43.595,-118.956,OR
722225,83.4,30.35,-87.317,FL
724650,59.1,39.367,-101.693,KS
724838,78.8,39.1,-121.567,CA
724838,78.8,39.102,-121.568,CA
726516,62.3,44.05,-101.6,SD
726516,62.3,44.051,-101.601,SD
725376,68.8,42.233,-83.517,MI
725376,68.8,42.233,-83.533,MI
997254,63.1,42.88,-78.89,
727680,62.5,48.214,-106.621,MT
725724,59.6,40.219,-111.723,UT
725724,59.6,40.219,-111.723,UT
723170,72.9,36.097,-79.943,NC
727900,70.6,47.308,-119.515,WA
727630,61.0,46.799,-102.797,ND
720978,50.7,41.517,-104.0,NE
726083,66.4,47.285,-68.313,ME
726083,66.4,47.286,-68.313,ME
702600,65.9,64.55,-149.083,AK
702600,65.9,64.55,-149.072,AK
997997,56.7,36.817,-121.733,CA
720553,76.1,40.701,-74.009,NY
725040,73.6,41.158,-73.129,CT
726370,67.4,42.967,-83.749,MI
726360,70.2,43.171,-86.237,MI
701040,41.6,68.883,-166.133,AK
701040,41.6,68.867,-166.133,AK
744865,67.2,40.85,-72.617,NY
744865,67.2,40.844,-72.632,NY
723896,79.0,36.317,-119.4,CA
723896,79.0,36.317,-119.4,CA
724855,65.3,38.051,-117.09,NV
723075,70.9,36.817,-76.033,VA
727770,60.7,48.543,-109.763,MT
994640,84.2,29.14,-83.03,FL
725377,63.8,42.6,-82.833,MI
725377,63.8,42.608,-82.818,MI
722166,82.5,30.783,-83.267,GA
722166,82.5,30.783,-83.277,GA
725350,71.2,41.707,-86.316,IN
726375,66.1,42.667,-83.417,MI
726375,66.1,42.665,-83.418,MI
722899,69.9,33.967,-117.633,CA
722899,69.9,33.975,-117.636,CA
724036,69.5,38.721,-77.515,VA
724036,69.5,38.721,-77.515,VA
724760,55.4,39.134,-108.54,CO
724077,66.9,41.017,-74.733,NJ
724077,66.9,41.009,-74.736,NJ
723139,75.3,35.233,-75.622,NC
703621,63.7,59.45,-151.7,AK
703621,63.7,59.443,-151.702,AK
725014,69.7,41.083,-71.917,NY
725014,69.7,41.073,-71.923,NY
994650,83.3,29.82,-83.59,FL
722780,88.2,33.428,-112.004,AZ
726079,67.6,44.067,-69.1,ME
726079,67.6,44.067,-69.1,ME
703606,57.8,59.05,-160.383,AK
703606,57.8,59.067,-160.367,AK
702740,62.6,61.595,-149.089,AK
702740,62.6,61.596,-149.092,AK
722103,83.6,27.483,-80.367,FL
722103,83.6,27.498,-80.377,FL
725705,53.9,40.441,-109.51,UT
725705,53.9,40.443,-109.513,UT
726824,52.6,44.171,-114.927,ID
725280,66.8,42.941,-78.736,NY
725103,70.1,40.367,-75.967,PA
725103,70.1,40.373,-75.959,PA
725867,62.2,42.542,-113.766,ID
701719,56.2,66.888,-157.162,AK
701719,56.2,66.888,-157.162,AK
726055,70.6,43.083,-70.817,NH
726055,70.6,43.083,-70.817,NH
722235,86.8,30.617,-88.067,AL
722235,86.8,30.626,-88.068,AL
998010,80.5,31.417,-81.283,GA
726884,59.8,45.283,-118.0,OR
726884,59.8,45.283,-118.0,OR
725946,53.8,41.767,-124.233,CA
725946,53.8,41.78,-124.237,CA
723840,83.0,35.434,-119.054,CA
722650,86.7,31.948,-102.209,TX
746141,75.0,36.583,-115.667,NV
746141,75.0,36.583,-115.683,NV
726155,68.9,43.567,-71.417,NH
726155,68.9,43.567,-71.433,NH
723740,65.5,35.028,-110.721,AZ
998281,64.2,41.767,-81.283,OH
726163,68.9,42.8,-72.0,NH
726163,68.9,42.805,-72.004,NH
725216,66.3,40.867,-81.883,OH
725216,66.3,40.873,-81.887,OH
725394,70.1,42.75,-86.1,MI
725394,70.1,42.746,-86.097,MI
722784,85.8,33.688,-112.083,AZ
722784,85.8,33.688,-112.082,AZ
724080,74.0,39.873,-75.227,PA
702710,66.1,62.159,-145.459,AK
726700,57.0,44.517,-109.017,WY
726700,57.0,44.517,-109.017,WY
726988,66.8,45.619,-121.166,WA
727687,62.3,47.707,-104.193,MT
727687,62.3,47.717,-104.183,MT
785430,83.2,18.336,-64.98,VI
723627,59.9,35.514,-108.794,NM
726064,69.5,43.4,-70.7,ME
726064,69.5,43.394,-70.708,ME
722255,80.3,32.516,-84.942,GA
725030,75.3,40.779,-73.88,NY
725194,68.1,42.633,-77.05,NY
725194,68.1,42.643,-77.056,NY
723990,70.9,40.196,-76.772,PA
724303,69.1,41.033,-81.467,OH
724303,69.1,41.038,-81.464,OH
998203,62.6,46.283,-84.2,MI
722034,84.5,26.92,-81.983,FL
722034,84.5,26.917,-81.991,FL
725065,69.3,41.667,-70.95,MA
725065,69.3,41.676,-70.958,MA
722789,87.4,33.623,-111.911,AZ
722789,87.4,33.623,-111.911,AZ
724796,57.5,41.783,-111.85,UT
724796,57.5,41.787,-111.853,UT
724110,70.3,37.317,-79.974,VA
725905,77.3,39.117,-123.2,CA
725905,77.3,39.126,-123.201,CA
724550,69.9,39.1,-96.767,KS
724550,69.9,39.05,-96.767,KS
722020,87.3,25.788,-80.317,FL
725945,53.7,40.978,-124.109,CA
722247,69.0,40.633,-74.667,NJ
722247,69.0,40.624,-74.669,NJ
725717,51.4,39.533,-107.733,CO
725717,51.4,39.528,-107.72,CO
726797,53.1,45.788,-111.161,MT
723060,73.6,35.892,-78.782,NC
723677,61.4,35.654,-105.142,NM
727846,66.8,46.095,-118.287,WA
747946,81.9,28.615,-80.694,FL
747946,81.9,28.617,-80.683,FL
994084,53.0,59.74,-149.47,
724088,72.1,39.117,-75.467,DE
724088,72.1,39.133,-75.467,DE
723540,74.8,35.417,-97.383,OK
723540,74.8,35.417,-97.383,OK
702310,64.6,62.957,-155.61,AK
726164,61.0,44.368,-71.544,NH
726164,61.0,44.368,-71.545,NH
722049,86.3,26.25,-80.117,FL
722049,86.3,26.25,-80.108,FL
727833,61.8,44.523,-114.215,ID
727833,61.8,44.52,-114.22,ID
724860,52.5,39.295,-114.847,NV
725390,67.5,42.776,-84.6,MI
722678,62.9,36.733,-104.5,NM
722678,62.9,36.741,-104.502,NM
726627,60.7,45.6,-103.55,SD
726627,60.7,45.604,-103.546,SD
747910,75.8,33.683,-78.933,SC
747910,75.8,33.683,-78.933,SC
727857,61.0,46.75,-117.117,WA
727857,61.0,46.744,-117.109,WA
723820,78.0,34.633,-118.083,CA
723820,78.0,34.629,-118.084,CA
723037,77.7,34.733,-76.667,NC
723037,77.7,34.733,-76.657,NC
723034,74.3,35.033,-79.5,NC
723034,74.3,35.033,-79.5,NC
725830,62.4,40.902,-117.808,NV
725090,74.4,42.361,-71.01,MA
725256,64.0,41.783,-80.7,OH
725256,64.0,41.778,-80.696,OH
727033,64.1,46.117,-67.8,ME
727033,64.1,46.119,-67.793,ME
726904,66.9,43.233,-123.35,OR
726904,66.9,43.239,-123.355,OR
723280,77.3,36.624,-87.419,TN
994270,68.7,42.97,-70.62,NH
726770,63.8,45.807,-108.542,MT
725127,65.1,40.317,-78.833,PA
725127,65.1,40.316,-78.834,PA
725088,70.1,42.583,-70.917,MA
725088,70.1,42.584,-70.918,MA
725059,71.4,42.467,-71.283,MA
725059,71.4,42.47,-71.289,MA
747810,81.7,30.967,-83.2,GA
747810,81.7,30.967,-83.2,GA
724288,69.0,40.067,-83.067,OH
724288,69.0,40.078,-83.078,OH
725105,66.1,40.817,-76.867,PA
725105,66.1,40.821,-76.864,PA
742300,60.7,46.427,-105.883,MT
725810,65.4,40.733,-114.033,UT
725810,65.4,40.721,-114.036,UT
701486,50.0,67.733,-164.55,AK
701486,50.0,67.732,-164.548,AK
725753,57.6,41.05,-113.07,UT
725640,48.9,41.158,-104.807,WY
702186,52.9,61.517,-166.133,AK
702186,52.9,61.524,-166.147,AK
723535,76.1,36.333,-97.917,OK
723535,76.1,36.333,-97.917,OK
726817,45.7,47.45,-115.667,ID
726817,45.7,47.457,-115.645,ID
723556,72.3,35.65,-95.367,OK
723556,72.3,35.657,-95.361,OK
722444,85.5,30.35,-95.417,TX
722444,85.5,30.357,-95.414,TX
723439,69.9,36.369,-92.471,AR
723439,69.9,36.369,-92.47,AR
725526,59.9,40.717,-99.0,NE
725526,59.9,40.733,-99.0,NE
723447,70.2,36.3,-92.467,AR
723447,70.2,36.291,-92.59,AR
725520,62.5,40.961,-98.314,NE
724463,69.5,39.117,-94.583,MO
724463,69.5,39.121,-94.597,MO
724509,69.6,38.058,-97.267,KS
724509,69.6,38.068,-97.275,KS
703950,53.1,55.35,-131.65,AK
703058,47.9,56.01,-161.16,AK
703058,47.9,56.017,-161.167,AK
911650,79.9,21.984,-159.341,HI
723445,68.8,36.0,-94.167,AR
723445,68.8,36.01,-94.169,AR
723124,74.5,34.249,-82.167,SC
723124,74.5,34.249,-82.159,SC
723436,69.2,36.282,-94.307,AR
723436,69.2,36.283,-94.3,AR
724506,70.7,38.067,-97.85,KS
724506,70.7,38.065,-97.861,KS
724468,67.6,38.85,-94.733,KS
724468,67.6,38.85,-94.739,KS
723290,74.3,37.087,-84.077,MO
723290,74.3,37.225,-89.571,MO
703080,47.5,57.155,-170.222,AK
725527,69.6,41.767,-96.183,NE
725527,69.6,41.764,-96.178,NE
724490,68.2,39.767,-94.917,MO
724490,68.2,39.774,-94.923,MO
997342,58.5,43.05,-87.88,WI
702606,61.7,62.883,-149.833,AK
702606,61.7,62.826,-149.907,AK
997079,55.5,45.035,-83.194,MI
997344,67.8,41.82,-83.18,OH
998009,65.6,43.25,-77.583,NY
997236,87.2,29.44,-92.06,
998178,55.9,58.45,-135.883,AK
997799,56.1,58.167,-135.25,AK
720835,55.4,46.789,-90.759,WI
703406,66.6,60.2,-154.317,AK
703406,66.6,60.204,-154.316,AK
726436,66.9,43.933,-90.25,WI
726436,66.9,43.933,-90.267,WI
701045,52.9,68.067,-162.833,AK
701045,52.9,68.031,-162.903,AK
722887,69.1,34.083,-117.783,CA
722887,69.1,34.1,-117.783,CA
727508,64.4,46.717,-94.383,MN
727508,64.4,46.725,-94.382,MN
720964,84.6,30.033,-85.533,FL
720964,84.6,30.033,-85.533,FL
725354,74.4,41.717,-86.0,IN
725354,74.4,41.717,-85.983,IN
744994,73.4,42.85,-73.917,NY
744994,73.4,42.85,-73.95,NY
724937,73.6,37.461,-122.115,CA
724937,73.6,37.467,-122.117,CA
721029,68.4,41.572,-86.735,IN
721029,68.4,41.572,-86.735,IN
726568,69.4,44.117,-93.267,MN
726568,69.4,44.123,-93.261,MN
722093,75.0,44.68,-84.729,MI
722093,75.0,44.68,-84.729,MI
745057,71.5,34.267,-118.417,CA
745057,71.5,34.259,-118.413,CA
720339,85.3,32.142,-111.175,AZ
720339,85.3,32.15,-111.167,AZ
724833,79.4,38.555,-121.297,CA
724833,79.4,38.567,-121.3,CA
911904,84.2,20.95,-156.667,HI
911904,84.2,20.963,-156.675,HI
747043,73.5,34.086,-118.035,CA
747043,73.5,34.083,-118.033,CA
720368,62.7,43.987,-95.783,MN
722749,89.2,33.267,-111.817,AZ
722749,89.2,33.269,-111.813,AZ
722022,88.9,26.378,-80.108,FL
722022,88.9,26.378,-80.108,FL
702758,42.9,70.333,-150.933,AK
702758,42.9,70.344,-150.945,AK
724946,80.6,37.333,-121.817,CA
724946,80.6,37.333,-121.817,CA
700634,42.8,70.317,-149.583,AK
700634,42.8,70.331,-149.598,AK
725128,69.2,40.85,-77.85,PA
725128,69.2,40.85,-77.85,PA
722561,87.0,31.638,-97.074,TX
724385,67.1,40.117,-85.617,IN
724385,67.1,40.117,-85.617,IN
720972,69.0,44.017,-92.483,MN
722688,80.2,32.683,-103.217,NM
722688,80.2,32.693,-103.213,NM
722165,76.5,34.983,-89.783,MS
722165,76.5,34.983,-89.783,MS
722165,76.5,34.979,-89.787,MS
723122,73.9,34.75,-82.367,SC
723122,73.9,34.758,-82.376,SC
722131,75.5,35.541,-78.39,NC
722131,75.5,35.541,-78.39,NC
997339,73.2,41.73,-86.93,IN
722866,72.9,34.095,-117.235,CA
722866,72.9,34.095,-117.235,CA
727533,63.4,45.78,-96.544,MN
727533,63.4,45.78,-96.545,MN
746110,79.7,35.281,-116.63,CA
746110,79.7,35.283,-116.633,CA
722141,72.0,36.023,-78.33,NC
722141,72.0,36.023,-78.33,NC
725337,73.9,41.617,-87.4,IN
725337,73.9,41.617,-87.417,IN
726562,70.3,44.629,-93.228,MN
726562,70.3,44.628,-93.228,MN
723529,81.1,34.147,-97.123,OK
723529,81.1,34.147,-97.123,OK
726567,66.8,44.317,-94.5,MN
726567,66.8,44.319,-94.502,MN
720374,86.5,27.916,-82.449,FL
720295,84.5,32.083,-97.1,TX
720295,84.5,32.084,-97.097,TX
726130,44.0,44.267,-71.3,NH
726130,44.0,44.27,-71.303,NH
744660,71.2,40.817,-87.05,IN
744660,71.2,40.817,-87.05,IN
725453,69.7,41.4,-95.05,IA
725453,69.7,41.407,-95.047,IA
722098,68.8,40.967,-72.25,NY
722098,68.8,40.96,-72.252,NY
746925,73.9,35.567,-77.05,NC
746925,73.9,35.57,-77.05,NC
722112,83.1,32.698,-94.949,TX
722112,83.1,32.699,-94.949,TX
720320,84.5,32.35,-97.433,TX
720320,84.5,32.354,-97.434,TX
724627,41.7,37.95,-107.917,CO
724627,41.7,37.95,-107.9,CO
722164,73.4,35.667,-95.95,OK
722164,73.4,35.668,-95.949,OK
720929,65.5,45.506,-91.981,WI
720929,65.5,45.506,-91.981,WI
720948,82.9,32.111,-84.189,GA
720948,82.9,32.11,-84.189,GA
720479,68.5,36.9,-94.017,MO
720479,68.5,36.9,-94.017,MO
726565,64.5,45.567,-95.967,MN
726565,64.5,45.566,-95.968,MN
726553,65.6,44.969,-95.717,MN
726553,65.6,44.969,-95.71,MN
725417,68.0,42.567,-84.417,MI
725417,68.0,42.566,-84.433,MI
723065,75.1,35.635,-77.383,NC
723065,75.1,35.633,-77.383,NC
726682,67.2,45.56,-93.608,MN
726682,67.2,45.56,-93.608,MN
725464,71.2,41.667,-93.017,IA
725464,71.2,41.674,-93.022,IA
720584,90.3,26.967,-99.25,TX
720584,90.3,26.967,-99.25,TX
720263,78.4,34.095,-82.816,GA
720263,78.4,34.095,-82.816,GA
744658,75.1,38.667,-88.45,IL
744658,75.1,38.665,-88.453,IL
722130,80.3,31.25,-82.4,GA
722130,80.3,31.25,-82.4,GA
720649,68.2,36.33,-77.635,NC
720649,68.2,36.33,-77.635,NC
723284,79.2,35.35,-89.867,TN
723284,79.2,35.35,-89.867,TN
720282,72.6,36.018,-75.671,NC
720282,72.6,36.018,-75.671,NC
720438,63.2,38.474,-100.885,KS
998499,66.1,41.856,-87.609,IL
749173,83.9,32.936,-111.427,AZ
720912,87.6,29.233,-87.783,AL
720912,87.6,29.233,-87.783,AL
720481,77.6,36.601,-89.992,MO
722537,80.3,29.977,-99.086,TX
722537,80.3,29.983,-99.083,TX
720946,82.3,30.612,-81.461,FL
720946,82.3,30.617,-81.467,FL
723628,82.3,31.183,-99.317,TX
723628,82.3,31.178,-99.324,TX
720971,42.9,42.517,-108.783,WY
720971,42.9,42.517,-108.783,WY
726444,71.8,43.017,-91.117,WI
726444,71.8,43.019,-91.124,WI
998015,70.6,43.333,-70.55,ME
720961,70.8,40.711,-86.375,IN
720961,70.8,40.711,-86.375,IN
726578,64.8,45.949,-94.347,MN
726578,64.8,45.949,-94.347,MN
723144,71.8,35.433,-81.933,NC
723144,71.8,35.428,-81.935,NC
722143,84.3,32.583,-96.717,TX
722143,84.3,32.579,-96.719,TX
720705,65.8,38.981,-82.578,OH
722781,76.3,36.338,-88.383,TN
720371,72.4,41.96,-85.593,MI
720598,74.9,33.183,-80.033,SC
720598,74.9,33.183,-80.033,SC
747918,74.3,33.312,-79.32,SC
747918,74.3,33.317,-79.317,SC
720718,84.6,28.65,-89.8,LA
720718,84.6,28.643,-89.794,LA
720736,73.0,41.066,-86.182,IN
720736,73.0,41.066,-86.182,IN
720447,74.3,36.665,-88.373,KY
720283,68.0,43.677,-92.18,MN
720283,68.0,43.677,-92.18,MN
720113,68.0,42.543,-83.178,MI
720113,68.0,42.543,-83.178,MI
720853,61.9,48.884,-99.621,ND
720853,61.9,48.884,-99.621,ND
720542,81.7,30.5,-97.967,TX
720542,81.7,30.5,-97.967,TX
726413,63.7,43.422,-88.128,WI
726413,63.7,43.417,-88.133,WI
723046,71.5,35.917,-75.7,NC
723046,71.5,35.917,-75.7,NC
725348,72.0,41.6,-88.1,IL
725348,72.0,41.604,-88.085,IL
725463,70.2,43.067,-92.617,IA
725463,70.2,43.073,-92.611,IA
723156,72.7,35.65,-80.517,NC
723156,72.7,35.646,-80.52,NC
727884,72.2,46.306,-119.304,WA
720501,69.0,37.85,-76.883,VA
720501,69.0,37.85,-76.883,VA
720381,83.2,30.291,-87.672,AL
726561,64.0,46.45,-95.217,MN
726561,64.0,46.447,-95.212,MN
724115,63.2,37.95,-79.833,VA
724115,63.2,37.95,-79.817,VA
720357,74.7,35.95,-96.767,OK
720357,74.7,35.95,-96.773,OK
746936,76.2,35.383,-78.733,NC
746936,76.2,35.379,-78.734,NC
720957,86.0,29.123,-90.202,LA
720957,86.0,29.117,-90.2,LA
723620,74.5,34.022,-106.903,NM
723620,74.5,34.067,-106.9,NM
725468,69.2,42.05,-94.783,IA
725468,69.2,42.046,-94.789,IA
720455,72.8,37.631,-84.332,KY
720455,72.8,37.633,-84.333,KY
722686,72.3,34.383,-103.317,NM
722686,72.3,34.383,-103.317,NM
720626,70.4,35.883,-101.033,TX
720626,70.4,35.883,-101.033,TX
724678,39.7,40.516,-106.866,CO
724678,39.7,40.517,-106.867,CO
722059,66.3,42.683,-88.3,WI
722059,66.3,42.69,-88.304,WI
720593,71.7,41.333,-86.667,IN
720593,71.7,41.333,-86.667,IN
720615,74.6,38.03,-120.415,CA
720615,74.6,38.033,-120.417,CA
723788,88.2,35.15,-114.567,AZ
723788,88.2,35.157,-114.559,AZ
722274,69.1,40.684,-92.901,IA
722274,69.1,40.684,-92.901,IA
722178,72.8,35.017,-94.617,OK
722178,72.8,35.021,-94.621,OK
727506,65.0,43.917,-95.117,MN
727506,65.0,43.913,-95.109,MN
723079,70.0,36.3,-77.167,NC
723079,70.0,36.298,-77.171,NC
720734,65.5,43.581,-116.523,ID
720534,51.7,40.017,-105.05,CO
720534,51.7,40.017,-105.05,CO
720391,89.0,28.35,-97.717,TX
720391,89.0,28.35,-97.717,TX
720956,85.1,28.27,-92.264,
720956,85.1,28.27,-92.264,
749048,83.1,29.845,-82.048,FL
749048,83.1,29.845,-82.048,FL
720392,79.2,31.056,-82.774,GA
720392,79.2,31.056,-82.767,GA
720296,85.8,30.886,-94.035,TX
720296,85.8,30.886,-94.035,TX
722342,64.2,44.25,-95.6,MN
722342,64.2,44.249,-95.607,MN
720388,59.3,47.1,-122.283,WA
720388,59.3,47.104,-122.287,WA
720261,84.1,33.183,-97.833,TX
720261,84.1,33.175,-97.828,TX
723759,82.5,33.909,-94.859,OK
723759,82.5,33.909,-94.859,OK
723271,78.3,36.182,-86.887,TN
725207,65.8,40.267,-79.4,PA
725207,65.8,40.283,-79.4,PA
720926,86.3,30.071,-94.216,TX
720926,86.3,30.071,-94.216,TX
724058,70.8,36.683,-82.033,VA
724058,70.8,36.683,-82.033,VA
723107,73.4,33.587,-80.209,SC
723107,73.4,33.587,-80.209,SC
725414,68.0,41.933,-85.05,MI
725414,68.0,41.933,-85.053,MI
726384,65.0,44.283,-85.417,MI
726384,65.0,44.283,-85.417,MI
722123,85.1,27.95,-81.783,FL
722123,85.1,27.95,-81.783,FL
721043,83.9,32.164,-95.828,TX
720464,68.6,37.562,-82.566,KY
722209,86.7,28.65,-96.683,TX
722209,86.7,28.654,-96.681,TX
722052,74.8,36.767,-98.667,OK
722052,74.8,36.773,-98.67,OK
720315,68.6,36.417,-100.75,TX
720315,68.6,36.414,-100.75,TX
720329,68.0,34.112,-117.688,CA
722081,70.8,39.417,-77.367,MD
722081,70.8,39.417,-77.383,MD
720725,84.6,27.835,-96.011,TX
720725,84.6,28.058,-95.872,TX
720318,83.5,33.11,-98.555,TX
720318,83.5,33.11,-98.555,TX
726603,71.2,44.85,-93.033,MN
726603,71.2,44.857,-93.033,MN
726547,63.9,45.65,-95.317,MN
726547,63.9,45.644,-95.32,MN
724284,68.9,39.9,-83.133,OH
724284,68.9,39.9,-83.133,OH
720483,69.0,39.096,-93.203,MO
720577,82.6,32.15,-94.85,TX
720577,82.6,32.15,-94.85,TX
727550,63.6,47.5,-94.933,MN
727550,63.6,47.5,-94.933,MN
725486,70.2,42.05,-93.85,IA
725486,70.2,42.049,-93.848,IA
720603,74.3,34.283,-80.567,SC
720603,74.3,34.283,-80.567,SC
726588,69.2,44.083,-91.7,MN
726588,69.2,44.077,-91.708,MN
720589,69.9,44.783,-88.55,WI
720589,69.9,44.783,-88.55,WI
722192,83.8,32.467,-100.467,TX
722192,83.8,32.473,-100.466,TX
722972,71.3,39.167,-89.667,IL
722972,71.3,39.163,-89.675,IL
725498,69.1,41.7,-94.917,IA
725498,69.1,41.7,-94.917,IA
722129,63.2,46.839,-96.664,MN
722129,63.2,46.839,-96.663,MN
722183,68.3,45.817,-92.367,WI
722183,68.3,45.823,-92.373,WI
746935,73.1,35.65,-79.9,NC
746935,73.1,35.654,-79.895,NC
725186,68.5,44.682,-75.466,NY
720521,45.1,41.445,-106.824,WY
720521,45.1,41.444,-106.828,WY
722109,75.8,34.3,-84.417,GA
722109,75.8,34.317,-84.417,GA
720974,75.5,35.178,-86.066,TN
720974,75.5,35.178,-86.066,TN
722692,68.5,38.583,-77.717,VA
722692,68.5,38.586,-77.711,VA
722127,72.3,41.067,-87.833,IL
722127,72.3,41.121,-87.846,IL
722291,70.8,40.95,-95.918,NE
722291,70.8,40.948,-95.917,NE
720839,60.4,39.668,-119.876,NV
720839,60.4,39.667,-119.876,NV
722033,66.8,44.75,-95.55,MN
722033,66.8,44.753,-95.556,MN
722186,65.6,45.7,-85.567,MI
722186,65.6,45.689,-85.566,MI
747335,83.9,30.583,-100.65,TX
747335,83.9,30.586,-100.649,TX
722666,82.8,31.8,-98.95,TX
722666,82.8,31.8,-98.95,TX
720859,68.0,44.251,-90.855,WI
720272,59.1,48.467,-122.417,WA
720272,59.1,48.467,-122.417,WA
725415,68.9,42.25,-84.95,MI
725415,68.9,42.251,-84.956,MI
722111,76.8,34.474,-85.721,AL
722111,76.8,34.474,-85.721,AL
744666,72.3,39.767,-90.233,IL
744666,72.3,39.78,-90.238,IL
720406,69.3,38.15,-122.55,CA
720406,69.3,38.15,-122.55,CA
722324,85.3,32.037,-102.101,TX
722324,85.3,32.036,-102.101,TX
720384,74.0,38.967,-76.333,MD
720384,74.0,38.967,-76.333,MD
725061,66.9,41.253,-70.061,MA
725061,66.9,41.65,-70.517,MA
720713,68.4,40.204,-84.532,OH
720713,68.4,40.204,-84.532,OH
722118,85.4,27.072,-82.44,FL
722118,85.4,27.072,-82.44,FL
724330,74.3,38.65,-88.967,IL
724330,74.3,38.65,-88.967,IL
720434,61.0,39.11,-100.816,KS
720305,84.1,33.25,-97.583,TX
720305,84.1,33.254,-97.581,TX
724055,71.1,39.078,-77.558,VA
724055,71.1,39.078,-77.558,VA
720968,73.2,35.704,-79.504,NC
720637,84.3,29.506,-95.477,TX
720637,84.3,29.5,-95.477,TX
720451,73.5,37.686,-85.925,KY
720924,78.8,34.915,-88.604,MS
720924,78.8,34.915,-88.604,MS
723098,68.6,38.533,-77.867,VA
723098,68.6,38.527,-77.859,VA
720709,65.5,41.036,-83.982,OH
720643,69.5,43.233,-93.783,IA
720643,69.5,43.235,-93.624,IA
722193,71.4,36.283,-78.983,NC
722193,71.4,36.285,-78.984,NC
725175,65.2,40.633,-79.106,PA
725175,65.2,40.633,-79.1,PA
720375,61.3,46.007,-83.743,MI
744663,72.8,39.633,-90.783,IL
744663,72.8,39.639,-90.778,IL
724127,62.2,37.858,-80.399,WV
724127,62.2,37.867,-80.4,WV
722147,78.8,31.085,-83.803,GA
722147,78.8,31.083,-83.8,GA
721042,82.8,28.228,-82.156,FL
721042,82.8,28.228,-82.156,FL
722092,70.0,36.6,-94.733,OK
722092,70.0,36.605,-94.738,OK
722231,83.1,31.666,-98.149,TX
722231,83.1,31.666,-98.149,TX
725469,69.3,41.017,-93.367,IA
725469,69.3,41.019,-93.359,IA
720942,70.1,41.241,-96.594,NE
720942,70.1,41.233,-96.6,NE
720631,72.4,34.617,-79.733,SC
720631,72.4,34.622,-79.734,SC
720607,72.4,34.723,-80.855,SC
720607,72.4,34.717,-80.85,SC
723536,76.6,36.383,-97.783,OK
723536,76.6,36.383,-97.8,OK
720276,89.7,26.442,-98.122,TX
720276,89.7,26.442,-98.129,TX
727456,43.0,46.722,-92.043,MN
727456,43.0,46.722,-92.043,MN
722078,79.8,34.471,-97.96,OK
722078,79.8,34.471,-97.951,OK
720304,69.4,40.133,-75.267,PA
720304,69.4,40.1,-75.267,PA
720944,68.2,40.372,-83.819,OH
720944,68.2,40.367,-83.817,OH
726498,71.7,41.053,-91.979,IA
726498,71.7,41.053,-91.979,IA
720120,79.5,32.217,-80.7,SC
720120,79.5,32.217,-80.7,SC
725496,67.4,42.6,-95.233,IA
725496,67.4,42.597,-95.241,IA
720355,66.6,39.617,-78.767,MD
720355,66.6,39.6,-78.767,MD
722369,86.5,27.917,-97.2,TX
722369,86.5,27.917,-97.2,TX
725541,69.7,40.6,-95.867,NE
725541,69.7,40.606,-95.864,NE
720297,72.5,37.233,-76.717,VA
720297,72.5,37.239,-76.716,VA
720779,82.9,31.64,-96.515,TX
720779,82.9,31.641,-96.514,TX
724014,68.2,37.183,-77.5,VA
724014,68.2,37.183,-77.5,VA
723647,65.5,35.15,-106.8,NM
723647,65.5,35.145,-106.795,NM
720267,76.5,38.955,-121.082,CA
720267,76.5,38.955,-121.082,CA
725408,61.3,45.967,-86.167,MI
725408,61.3,45.983,-86.183,MI
720887,64.0,46.122,-89.882,WI
