StationNumber,Temperature,Latitude,Longitude,State
725316,73.7,39.833,-88.867,IL
725316,73.7,39.834,-88.866,IL
727918,61.9,45.617,-122.65,WA
727918,61.9,45.621,-122.657,WA
726559,63.8,44.451,-95.822,MN
726559,63.8,44.45,-95.817,MN
727970,55.0,47.938,-124.555,WA
744655,72.9,41.767,-88.467,IL
744655,72.9,41.77,-88.481,IL
724233,73.1,38.183,-84.9,KY
724233,73.1,38.185,-84.903,KY
747761,84.1,30.846,-85.601,FL
723300,74.7,36.767,-90.467,MO
723300,74.7,36.773,-90.325,MO
724430,72.6,39.937,-91.192,IL
722620,78.5,31.831,-104.809,TX
722489,85.5,32.717,-96.267,TX
722489,85.5,32.71,-96.267,TX
725472,70.7,42.0,-93.617,IA
725472,70.7,41.991,-93.619,IA
726556,65.6,44.55,-95.083,MN
726556,65.6,44.548,-95.08,MN
722480,84.8,32.447,-93.824,LA
723117,74.6,34.983,-81.05,SC
723117,74.6,34.987,-81.058,SC
747680,84.4,33.483,-90.985,MS
725686,54.8,42.797,-105.386,WY
725686,54.8,42.796,-105.38,WY
722270,76.6,33.917,-84.517,GA
722270,76.6,33.917,-84.517,GA
722904,66.0,32.567,-116.967,CA
722904,66.0,32.567,-116.967,CA
722904,66.0,32.572,-116.979,CA
747870,82.1,29.183,-81.048,FL
723545,76.7,36.15,-97.083,OK
723545,76.7,36.162,-97.089,OK
722576,83.5,31.067,-97.833,TX
722576,83.5,31.067,-97.833,TX
722170,75.6,32.685,-83.653,GA
722594,86.0,32.983,-97.317,TX
722594,86.0,32.973,-97.318,TX
722535,84.5,29.383,-98.583,TX
722535,84.5,29.383,-98.583,TX
724373,73.7,39.45,-87.3,IN
724373,73.7,39.45,-87.3,IN
724373,73.7,39.452,-87.309,IN
723347,79.4,36.0,-89.4,TN
723347,79.4,36.0,-89.409,TN
722416,85.7,29.709,-98.046,TX
723409,79.3,35.933,-89.833,AR
723409,79.3,35.94,-89.831,AR
743312,83.2,34.047,-94.399,AR
743312,83.2,34.05,-94.401,AR
745058,59.1,36.933,-121.783,CA
745058,59.1,36.936,-121.789,CA
722541,84.9,33.183,-96.583,TX
722541,84.9,33.19,-96.591,TX
723424,84.3,33.636,-91.756,AR
723424,84.3,33.567,-91.717,AR
722267,81.4,31.867,-86.017,AL
722267,81.4,31.861,-86.012,AL
747688,85.6,30.467,-88.533,MS
747688,85.6,30.464,-88.532,MS
722589,86.1,33.201,-97.198,TX
722589,86.1,33.206,-97.199,TX
722345,84.4,32.55,-88.567,MS
727945,57.1,48.161,-122.159,WA
727945,57.1,48.161,-122.159,WA
702223,54.6,64.933,-161.167,AK
702223,54.6,64.935,-161.155,AK
747540,84.4,31.317,-92.55,LA
747540,84.4,31.317,-92.55,LA
747540,84.4,31.335,-92.559,LA
725326,73.4,41.743,-89.683,IL
725326,73.4,41.743,-89.676,IL
720362,84.5,31.846,-86.611,AL
723417,81.7,34.167,-91.933,AR
723417,81.7,34.18,-91.934,AR
725315,73.8,40.033,-88.267,IL
725315,73.8,40.04,-88.278,IL
703260,58.5,58.683,-156.656,AK
724450,72.3,38.817,-92.218,MO
723013,75.2,34.268,-77.9,NC
745056,66.4,33.039,-116.915,CA
745056,66.4,33.038,-116.916,CA
723926,63.8,34.217,-119.1,CA
723926,63.8,34.217,-119.083,CA
720507,76.5,33.313,-86.926,AL
727920,59.3,46.973,-122.903,WA
722195,75.8,33.767,-84.517,GA
722195,75.8,33.779,-84.521,GA
724420,70.5,38.132,-91.765,MO
722215,84.2,30.78,-86.523,FL
700631,46.7,52.22,-174.206,AK
700631,46.7,57.067,-135.367,AK
994971,72.5,42.35,-71.05,MA
997988,55.9,46.817,-87.717,MI
702720,62.1,61.25,-149.8,AK
702720,62.1,61.253,-149.794,AK
911620,81.1,22.033,-159.783,HI
702607,55.5,58.12,-135.417,AK
702607,55.5,58.096,-135.409,AK
723193,72.9,36.133,-80.217,NC
723193,72.9,36.134,-80.222,NC
724345,73.6,38.657,-90.656,MO
727938,58.2,47.267,-122.567,WA
727938,58.2,47.268,-122.576,WA
700637,45.4,70.192,-148.477,AK
722287,76.8,33.587,-85.856,AL
747460,86.4,30.589,-96.365,TX
722366,86.5,30.343,-89.822,LA
722366,86.5,30.34,-89.83,LA
727437,61.2,45.817,-88.117,MI
727437,61.2,45.818,-88.114,MI
703620,54.6,59.456,-135.324,AK
725700,48.0,40.5,-107.533,CO
725700,48.0,40.493,-107.524,CO
722520,90.7,27.55,-99.467,TX
722520,90.7,27.55,-99.467,TX
722520,90.7,27.533,-99.467,TX
726836,61.0,45.773,-122.867,OR
726836,61.0,45.773,-122.861,OR
724675,45.3,39.633,-106.917,CO
724675,45.3,39.65,-106.917,CO
727415,66.8,45.633,-89.467,WI
727415,66.8,45.631,-89.482,WI
723120,73.8,34.884,-82.221,SC
725610,53.6,41.1,-102.983,NE
725610,53.6,41.099,-102.986,NE
722320,85.8,29.333,-89.408,LA
722320,85.8,30.537,-91.147,LA
722350,85.0,32.321,-90.078,MS
724336,72.8,37.767,-89.25,IL
724336,72.8,37.78,-89.25,IL
702070,55.4,63.883,-160.8,AK
702070,55.4,63.883,-160.8,AK
724170,62.3,38.885,-79.853,WV
723240,76.8,35.034,-85.2,TN
723020,75.3,34.267,-77.9,NC
723020,75.3,34.268,-77.9,NC
722095,68.7,36.685,-101.5,OK
722095,68.7,36.682,-101.505,OK
722137,80.2,31.152,-81.391,GA
723528,83.7,34.352,-98.984,OK
723528,83.7,34.344,-98.983,OK
747820,84.9,30.336,-81.515,FL
722286,79.9,33.217,-87.6,AL
722286,79.9,33.212,-87.616,AL
724515,64.9,37.917,-100.717,KS
724515,64.9,37.927,-100.725,KS
722903,65.9,32.816,-117.14,CA
722903,65.9,32.816,-117.139,CA
722196,74.8,33.867,-84.3,GA
722196,74.8,33.875,-84.302,GA
722488,84.1,32.35,-91.033,LA
722488,84.1,32.35,-91.028,LA
722934,66.3,33.217,-117.35,CA
722934,66.3,33.219,-117.349,CA
722820,84.7,31.37,-93.16,LA
722820,84.7,31.4,-93.283,LA
727750,58.3,47.473,-111.382,MT
722275,87.1,31.309,-86.394,AL
722275,87.1,31.309,-86.394,AL
720749,59.2,48.35,-122.667,WA
725460,69.9,41.534,-93.653,IA
747808,77.0,33.978,-83.962,GA
747808,77.0,33.98,-83.963,GA
723910,63.3,34.117,-119.117,CA
747570,86.2,30.412,-89.081,MS
722956,66.5,33.917,-118.333,CA
722956,66.5,33.923,-118.334,CA
727555,64.1,48.066,-96.185,MN
727555,64.1,48.067,-96.183,MN
724390,73.9,39.845,-89.684,IL
723118,74.7,34.667,-82.883,SC
723118,74.7,34.672,-82.886,SC
724636,63.9,38.07,-102.688,CO
724636,63.9,38.07,-102.688,CO
723260,75.4,35.818,-83.986,TN
724350,76.2,37.056,-88.774,KY
998189,85.0,28.933,-95.3,TX
997366,83.3,27.58,-97.22,TX
994710,82.3,27.3,-97.42,TX
997360,84.4,29.77,-90.42,LA
998442,66.0,44.657,-67.21,ME
998426,76.2,35.208,-75.703,NC
994790,84.5,28.45,-96.4,TX
998226,84.8,28.017,-97.05,TX
998487,84.8,28.64,-96.595,TX
997314,74.8,38.87,-77.02,DC
997802,66.4,44.05,-86.517,MI
997300,70.4,39.52,-75.8,MD
998218,84.3,29.867,-89.667,LA
998182,85.4,29.517,-94.5,TX
703061,60.6,59.3,-155.9,AK
703061,60.6,59.324,-155.902,AK
703407,62.6,61.717,-157.15,AK
703407,62.6,61.717,-157.15,AK
701975,64.0,64.783,-141.15,AK
701975,64.0,64.777,-141.148,AK
721002,58.9,47.7,-111.95,MT
701333,49.1,66.083,-162.75,AK
701333,49.1,66.069,-162.764,AK
723635,73.8,35.7,-101.4,TX
723635,73.8,35.695,-101.395,TX
725119,63.6,41.049,-78.413,PA
725119,63.6,41.047,-78.412,PA
726077,67.0,44.45,-68.367,ME
726077,67.0,44.45,-68.367,ME
725320,74.9,40.668,-89.684,IL
726986,60.7,45.533,-122.95,OR
726986,60.7,45.541,-122.949,OR
722544,85.5,30.321,-97.76,TX
722590,85.5,32.898,-97.019,TX
702510,64.9,62.32,-150.095,AK
724635,63.5,38.049,-103.512,CO
726424,64.0,42.761,-87.815,WI
726424,64.0,42.761,-87.814,WI
726425,62.8,43.767,-87.85,WI
726425,62.8,43.769,-87.851,WI
726070,68.1,44.8,-68.817,ME
726070,68.1,44.798,-68.819,ME
727925,60.5,47.233,-123.15,WA
727925,60.5,47.238,-123.141,WA
723307,81.1,33.45,-88.583,MS
723307,81.1,33.45,-88.583,MS
723069,76.5,34.833,-77.617,NC
723069,76.5,34.833,-77.617,NC
724655,65.9,39.376,-99.83,KS
722348,84.1,31.467,-89.333,MS
722348,84.1,31.467,-89.333,MS
723676,73.7,35.183,-103.6,NM
723676,73.7,35.182,-103.603,NM
911760,80.7,21.45,-157.768,HI
747390,84.7,32.819,-97.361,TX
703400,63.3,59.749,-154.909,AK
725430,72.9,42.193,-89.093,IL
722016,86.7,24.733,-81.05,FL
722016,86.7,24.726,-81.052,FL
723106,77.8,34.188,-79.731,SC
723346,77.6,35.593,-88.917,TN
722487,84.4,31.395,-92.291,LA
722180,77.7,33.364,-81.963,GA
747915,74.9,33.817,-78.717,SC
747915,74.9,33.816,-78.72,SC
724640,62.6,38.29,-104.498,CO
722014,82.3,28.474,-82.455,FL
722014,82.3,28.474,-82.454,FL
722156,77.6,34.117,-84.85,GA
722156,77.6,34.123,-84.849,GA
720413,77.4,34.267,-87.6,AL
720413,77.4,34.267,-87.6,AL
724677,45.0,38.534,-106.933,CO
724677,45.0,38.533,-106.933,CO
723110,78.1,33.948,-83.328,GA
703053,59.2,61.767,-161.317,AK
703053,59.2,61.775,-161.319,AK
722405,85.6,30.205,-91.988,LA
725155,62.7,42.491,-76.467,NY
725155,62.7,42.483,-76.467,NY
997369,83.0,26.05,-97.22,TX
998243,50.5,55.333,-160.5,AK
994007,80.7,21.3,-157.87,HI
997695,75.9,34.2,-77.83,NC
997348,87.1,24.55,-81.8,FL
998271,54.1,61.133,-146.367,AK
998264,85.4,30.217,-93.217,LA
998435,67.5,44.703,-75.495,NY
998224,46.3,52.233,-174.167,AK
994800,83.6,26.8,-97.47,TX
997361,85.1,29.48,-94.92,TX
998245,74.5,36.983,-76.317,VA
998477,61.6,37.906,-122.365,CA
997297,74.5,38.57,-76.07,MD
994029,55.3,46.708,-123.965,WA
998219,85.4,30.317,-89.317,MS
998267,64.9,43.267,-77.617,NY
997302,74.3,39.22,-76.52,MD
997386,38.7,70.4,-148.52,AK
720952,76.8,34.564,-117.675,CA
723658,55.6,36.733,-108.217,NM
723658,55.6,36.744,-108.229,NM
747750,84.6,30.067,-85.583,FL
747750,84.6,30.067,-85.583,FL
722485,83.4,32.5,-93.65,LA
722485,83.4,32.5,-93.667,LA
723087,72.8,37.133,-76.609,VA
723087,72.8,37.133,-76.6,VA
723306,80.3,33.65,-88.45,MS
723306,80.3,33.65,-88.45,MS
723231,77.1,34.683,-86.683,AL
723231,77.1,34.679,-86.685,AL
746380,74.3,34.3,-103.8,NM
746380,74.3,34.295,-103.786,NM
725117,66.0,40.133,-80.283,PA
725117,66.0,40.133,-80.283,PA
721005,56.1,46.45,-109.8,MT
723405,80.0,34.917,-92.15,AR
723405,80.0,34.917,-92.15,AR
724680,56.1,38.7,-104.767,CO
724680,56.1,38.678,-104.757,CO
722246,83.7,30.65,-86.523,FL
722246,83.7,30.65,-86.517,FL
721008,57.8,47.067,-109.033,MT
998000,80.0,29.65,-81.217,FL
725029,68.8,41.479,-73.135,CT
725029,68.8,41.483,-73.133,CT
690190,84.1,32.433,-99.85,TX
690190,84.1,32.417,-99.85,TX
747320,78.4,32.85,-106.1,NM
747320,78.4,32.85,-106.1,NM
724387,71.4,40.533,-86.067,IN
724387,71.4,40.528,-86.059,IN
723810,79.0,34.933,-117.9,CA
723810,79.0,34.9,-117.867,CA
722785,87.5,33.533,-112.383,AZ
722785,87.5,33.55,-112.367,AZ
747186,68.0,32.633,-116.467,CA
747186,68.0,32.626,-116.468,CA
702670,61.6,63.994,-145.721,AK
723270,79.0,36.119,-86.689,TN
724275,67.8,40.167,-80.65,WV
724275,67.8,40.176,-80.647,WV
723630,71.9,35.23,-101.704,TX
723109,75.5,34.783,-79.367,NC
723109,75.5,34.792,-79.366,NC
722039,86.1,26.2,-80.167,FL
722039,86.1,26.197,-80.171,FL
725196,64.7,43.234,-75.407,NY
725196,64.7,43.234,-75.412,NY
722410,87.6,29.951,-94.021,TX
724625,50.0,37.14,-107.76,CO
724625,50.0,37.143,-107.76,CO
725985,71.7,42.05,-124.28,OR
725985,71.7,42.074,-124.29,OR
722029,85.7,25.65,-80.433,FL
722029,85.7,25.648,-80.433,FL
724459,71.7,38.1,-92.55,MO
724459,71.7,38.096,-92.553,MO
720378,65.1,41.025,-80.413,PA
720378,65.1,41.033,-80.417,PA
722654,84.2,30.912,-102.917,TX
722654,84.2,30.917,-102.917,TX
702627,63.6,64.727,-155.47,AK
723660,81.7,34.427,-100.283,TX
726940,62.8,44.905,-123.001,OR
722648,85.6,31.917,-102.383,TX
722648,85.6,31.921,-102.387,TX
724240,73.5,37.9,-85.967,KY
724240,73.5,37.9,-85.967,KY
702756,54.4,61.133,-146.25,AK
702756,54.4,61.132,-146.244,AK
724386,71.9,40.412,-86.937,IN
726515,63.4,44.3,-96.817,SD
726515,63.4,44.3,-96.8,SD
726945,62.3,44.483,-123.283,OR
726945,62.3,44.5,-123.283,OR
720365,71.7,42.074,-124.29,OR
720365,71.7,42.074,-124.29,OR
722420,87.4,29.3,-94.8,TX
722420,87.4,29.273,-94.859,TX
726959,62.8,45.25,-122.767,OR
726959,62.8,45.249,-122.769,OR
724276,72.4,39.589,-84.225,OH
724276,72.4,39.594,-84.226,OH
722065,86.5,30.233,-81.667,FL
702770,55.5,60.117,-149.45,AK
702770,55.5,60.128,-149.417,AK
726980,63.0,45.596,-122.609,OR
747560,83.6,29.692,-82.276,FL
747812,78.4,34.013,-84.599,GA
747812,78.4,34.013,-84.599,GA
722060,83.5,30.495,-81.694,FL
723530,75.3,35.389,-97.601,OK
727570,66.0,47.933,-97.167,ND
727570,66.0,47.943,-97.184,ND
725540,71.8,41.117,-95.9,NE
725540,71.8,41.117,-95.917,NE
785510,81.4,17.7,-64.813,VI
703210,61.2,59.05,-158.517,AK
703210,61.2,59.05,-158.517,AK
747400,83.9,30.511,-99.766,TX
725060,65.7,41.65,-70.517,MA
725060,65.7,40.779,-73.969,NY
725060,65.7,41.253,-70.061,MA
726620,57.4,44.043,-103.054,SD
725235,61.9,42.153,-79.258,NY
725235,61.9,42.15,-79.25,NY
724797,57.7,38.417,-113.017,UT
722354,85.1,32.333,-90.217,MS
722354,85.1,32.337,-90.221,MS
722011,84.2,28.29,-81.437,FL
722011,84.2,28.29,-81.437,FL
701196,52.8,66.976,-160.437,AK
701196,52.8,66.983,-160.433,AK
724090,70.6,40.033,-74.35,NJ
720383,82.9,30.704,-87.023,FL
724296,69.0,39.433,-83.8,OH
724296,69.0,39.431,-83.777,OH
725336,72.5,40.233,-85.383,IN
725336,72.5,40.234,-85.394,IN
744910,68.8,42.2,-72.533,MA
744910,68.8,42.2,-72.533,MA
726676,62.7,47.133,-104.8,MT
726676,62.7,47.133,-104.8,MT
722895,60.9,34.667,-120.467,CA
722895,60.9,34.667,-120.467,CA
725046,73.1,41.317,-72.033,CT
725046,73.1,41.328,-72.049,CT
725976,59.9,42.167,-120.4,OR
725976,59.9,42.167,-120.4,OR
724340,73.4,38.753,-90.374,MO
722597,83.7,32.782,-98.06,TX
703810,54.6,58.357,-134.564,AK
722630,86.3,31.352,-100.495,TX
701940,67.4,66.567,-145.267,AK
701940,67.4,66.567,-145.267,AK
724666,52.7,39.57,-104.849,CO
724666,52.7,39.57,-104.849,CO
702220,62.0,64.733,-156.933,AK
702220,62.0,64.737,-156.934,AK
722329,84.4,29.717,-91.333,LA
722329,84.4,29.717,-91.333,LA
724768,54.0,40.437,-104.633,CO
724768,54.0,40.436,-104.632,CO
722618,84.2,30.917,-102.917,TX
722618,84.2,30.912,-102.917,TX
998177,75.9,34.1,-81.267,SC
994670,54.5,61.08,-146.66,AK
994015,56.2,48.547,-123.01,WA
994041,68.1,37.507,-122.2,CA
997277,70.4,41.72,-71.33,RI
997288,71.9,41.58,-71.4,RI
998191,77.7,19.717,-155.05,HI
994047,84.7,30.4,-87.22,FL
997340,60.1,42.58,-87.8,WI
994025,55.6,48.112,-122.758,WA
997309,73.6,38.32,-76.45,MD
997281,72.8,38.78,-75.12,DE
997174,79.0,32.782,-79.925,SC
997305,74.5,36.77,-76.3,VA
998409,74.5,38.983,-76.48,MD
998496,64.4,37.795,-122.288,CA
998217,84.4,29.45,-91.333,LA
997687,72.2,40.08,-74.88,NJ
994973,58.7,45.28,-86.98,WI
994012,55.2,41.745,-124.183,CA
998259,55.0,59.45,-135.318,AK
997337,85.1,29.768,-93.343,LA
997268,64.9,46.5,-84.37,
998192,85.3,30.65,-88.05,AL
998001,66.3,41.4,-82.55,OH
997273,71.3,41.7,-71.17,MA
994050,84.0,26.61,-80.03,
994024,54.1,48.125,-123.44,WA
997270,72.4,39.35,-74.42,NJ
998221,53.2,56.9,-154.25,AK
997741,58.2,44.45,-87.483,WI
997272,73.9,40.639,-74.146,NY
997785,63.7,45.1,-87.583,MI
994028,62.2,34.008,-118.5,CA
997379,69.5,28.2,-117.35,
998193,80.5,21.433,-157.783,HI
998439,84.6,30.308,-88.14,AL
997290,73.4,41.17,-73.18,CT
998427,63.6,57.73,-152.514,AK
997708,74.7,37.25,-76.33,VA
997793,63.1,46.083,-85.433,MI
994080,52.7,57.27,-133.63,
997354,81.2,28.42,-80.58,FL
994680,55.2,60.84,-146.88,AK
994420,84.6,30.25,-88.07,
997380,47.0,51.87,-176.63,AK
994975,76.9,34.2,-76.67,NC
994090,44.0,48.22,-88.37,MI
997289,72.0,40.47,-74.0,NJ
998242,64.1,43.8,-83.717,MI
998482,84.8,27.812,-97.39,TX
994048,60.2,47.267,-122.413,WA
997351,87.8,26.12,-81.8,FL
994082,91.5,28.43,-82.66,
994018,65.4,32.867,-117.258,CA
997707,70.1,43.32,-70.55,ME
998405,66.3,44.248,-86.346,MI
998341,52.3,56.247,-134.647,AK
994033,64.6,37.772,-122.298,CA
998339,65.3,42.975,-82.419,MI
998340,59.9,34.408,-119.658,CA
703050,48.5,58.65,-162.067,AK
703050,48.5,58.65,-162.067,AK
998475,71.8,38.033,-122.125,CA
725845,66.3,39.277,-120.71,CA
720407,71.8,39.933,-74.3,NJ
720407,71.8,39.928,-74.292,NJ
998013,66.4,32.575,-117.127,CA
723084,71.2,37.709,-77.437,VA
723084,71.2,37.708,-77.434,VA
997293,67.1,41.55,-82.9,OH
722880,66.4,34.2,-118.35,CA
722880,66.4,34.201,-118.358,CA
726625,60.0,44.133,-103.1,SD
726625,60.0,44.15,-103.1,SD
723860,82.4,36.072,-115.163,NV
724060,73.1,39.173,-76.684,MD
726170,70.8,44.468,-73.15,VT
702735,63.5,61.2,-149.833,AK
702735,63.5,61.217,-149.855,AK
724660,55.0,38.81,-104.688,CO
721012,63.0,47.909,-100.927,ND
723663,55.0,36.45,-105.667,NM
723663,55.0,36.45,-105.667,NM
726073,69.4,44.533,-69.683,ME
726073,69.4,44.533,-69.667,ME
745046,79.2,36.987,-120.113,CA
745046,79.2,36.988,-120.111,CA
725036,68.9,41.617,-73.883,NY
725036,68.9,41.626,-73.882,NY
722730,76.7,31.583,-110.333,AZ
722730,76.7,31.588,-110.344,AZ
727130,65.8,46.683,-68.05,ME
727130,65.8,46.683,-68.05,ME
722213,83.3,28.823,-81.809,FL
722213,83.3,28.821,-81.81,FL
747900,74.7,33.967,-80.483,SC
747900,74.7,33.967,-80.467,SC
724700,56.1,39.617,-110.75,UT
724700,56.1,39.609,-110.755,UT
726380,62.4,44.359,-84.674,MI
725224,67.0,40.467,-81.417,OH
725224,67.0,40.472,-81.424,OH
724755,56.1,37.709,-113.094,UT
727676,65.4,48.255,-101.273,ND
721018,61.5,47.974,-102.223,ND
725107,71.5,42.554,-71.759,MA
725107,71.5,42.552,-71.756,MA
703410,60.5,59.642,-151.491,AK
722745,81.6,32.167,-110.883,AZ
722745,81.6,32.167,-110.883,AZ
725434,63.4,41.133,-75.383,PA
725434,63.4,41.139,-75.379,PA
725050,71.9,40.794,-73.102,NY
725404,66.3,41.867,-84.083,MI
725404,66.3,41.868,-84.079,MI
723754,64.3,34.517,-109.383,AZ
723754,64.3,34.518,-109.379,AZ
724926,80.6,37.624,-120.951,CA
725200,67.9,40.485,-80.214,PA
998014,69.6,41.583,-70.517,MA
722616,85.2,30.046,-102.213,TX
722616,85.2,30.048,-102.213,TX
997265,60.5,46.49,-84.63,
994010,83.6,28.9,-89.43,
726560,61.5,46.283,-96.15,SD
726560,61.5,44.383,-100.283,SD
726560,61.5,44.381,-100.286,SD
997797,55.2,58.4,-134.95,AK
723070,73.8,36.261,-76.175,NC
726664,39.0,44.544,-110.421,WY
725720,63.4,40.778,-111.969,UT
722900,67.7,32.734,-117.183,CA
726060,69.6,43.642,-70.304,ME
747804,80.5,32.009,-81.146,GA
747804,80.5,32.017,-81.133,GA
725069,68.3,41.683,-69.983,MA
725069,68.3,41.688,-69.993,MA
725975,58.6,42.6,-123.364,OR
725156,65.2,42.15,-76.883,NY
725156,65.2,42.159,-76.892,NY
724280,69.6,39.991,-82.877,OH
727834,61.8,47.767,-116.817,ID
727834,61.8,47.767,-116.817,ID
726227,63.3,43.989,-76.026,NY
722687,82.3,32.334,-104.258,NM
727740,50.6,45.965,-112.501,MT
997262,58.0,46.55,-87.38,
725229,68.2,40.025,-82.462,OH
725229,68.2,40.023,-82.463,OH
722656,85.9,31.78,-103.202,TX
725847,54.5,38.883,-120.0,CA
725847,54.5,38.898,-119.995,CA
702725,63.7,61.183,-149.967,AK
702725,63.7,61.178,-149.966,AK
724066,72.1,39.7,-77.717,MD
724066,72.1,39.706,-77.73,MD
744904,70.4,42.717,-71.117,MA
744904,70.4,42.717,-71.124,MA
726777,60.6,46.35,-104.267,MT
726777,60.6,46.358,-104.25,MT
725086,67.8,41.372,-73.482,CT
725086,67.8,41.371,-73.483,CT
725079,70.7,41.532,-71.282,RI
725079,70.7,41.533,-71.283,RI
997692,65.0,41.53,-81.63,OH
725053,73.7,40.779,-73.969,NY
725067,69.1,41.667,-70.267,MA
725067,69.1,41.669,-70.28,MA
720334,69.6,39.168,-77.166,MD
720334,69.6,39.167,-77.167,MD
727890,68.9,48.417,-119.533,WA
727890,68.9,48.464,-119.517,WA
744989,64.5,42.493,-79.272,NY
744989,64.5,42.493,-79.272,NY
726518,57.3,43.383,-99.85,SD
726518,57.3,43.391,-99.842,SD
722151,71.5,41.35,-71.803,RI
722151,71.5,41.35,-71.799,RI
724074,71.9,39.95,-74.85,NJ
724074,71.9,39.941,-74.841,NJ
726160,62.2,44.583,-71.183,NH
726160,62.2,44.576,-71.179,NH
726519,64.2,45.667,-97.0,SD
726519,64.2,45.669,-96.991,SD
723320,80.1,34.262,-88.771,MS
723805,89.2,34.768,-114.619,CA
744860,74.3,40.639,-73.762,NY
703655,60.6,65.7,-156.633,AK
703655,60.6,65.698,-156.351,AK
724920,80.9,37.889,-121.226,CA
727850,63.5,47.622,-117.528,WA
722725,76.5,32.25,-107.717,NM
722725,76.5,32.262,-107.721,NM
911820,82.5,21.324,-157.929,HI
743945,73.3,42.933,-71.433,NH
743945,73.3,42.933,-71.436,NH
747930,84.2,27.65,-80.417,FL
747930,84.2,27.651,-80.42,FL
724830,77.9,38.507,-121.495,CA
724769,53.1,40.45,-105.017,CO
724769,53.1,40.45,-105.017,CO
722104,85.9,27.767,-82.633,FL
722104,85.9,27.765,-82.628,FL
725760,54.9,42.815,-108.726,WY
724287,68.7,41.567,-83.483,OH
724287,68.7,41.563,-83.476,OH
720369,49.1,43.743,-111.098,ID
726385,65.5,44.272,-86.247,MI
726385,65.5,44.267,-86.25,MI
727584,58.6,46.017,-102.65,ND
727584,58.6,46.014,-102.655,ND
726140,64.5,44.42,-72.019,VT
723656,63.5,35.617,-106.083,NM
723656,63.5,35.617,-106.089,NM
722250,78.9,32.333,-85.0,GA
722250,78.9,32.35,-85.0,GA
726883,70.0,45.828,-119.259,OR
726883,70.0,45.826,-119.261,OR
724846,81.4,36.211,-115.194,NV
724846,81.4,36.212,-115.196,NV
722316,85.6,29.817,-90.017,LA
724505,70.4,37.617,-97.267,KS
724505,70.4,37.617,-97.267,KS
726720,56.3,43.064,-108.46,WY
726720,56.3,43.064,-108.459,WY
722970,68.2,33.812,-118.146,CA
723030,76.8,35.167,-79.033,NC
723030,76.8,35.174,-79.009,NC
998179,64.5,41.383,-82.5,OH
724930,67.4,37.75,-122.217,CA
724930,67.4,37.721,-122.221,CA
725190,68.0,43.111,-76.104,NY
724140,67.9,38.379,-81.59,WV
724085,75.1,40.082,-75.011,PA
724085,75.1,40.079,-75.013,PA
724837,79.4,39.133,-121.433,CA
724837,79.4,39.133,-121.433,CA
724019,71.0,36.983,-77.0,VA
724019,71.0,36.983,-77.001,VA
725785,57.7,43.519,-112.064,ID
722015,86.9,24.583,-81.683,FL
722728,75.6,31.417,-110.85,AZ
722728,75.6,31.421,-110.846,AZ
746720,77.1,36.568,-87.481,TN
725360,68.0,41.587,-83.806,OH
725027,69.5,41.509,-72.829,CT
725027,69.5,41.51,-72.828,CT
722038,87.0,26.153,-81.775,FL
722038,87.0,26.155,-81.775,FL
702595,63.7,60.467,-151.033,AK
702595,63.7,60.476,-151.034,AK
725755,60.0,41.117,-111.967,UT
725755,60.0,41.117,-111.967,UT
747770,84.7,30.417,-86.683,FL
747770,84.7,30.417,-86.683,FL
911780,81.7,21.317,-158.067,HI
911780,81.7,21.317,-158.067,HI
911780,81.7,21.317,-158.067,HI
726387,68.9,44.741,-85.583,MI
724750,57.7,38.417,-113.017,UT
724750,57.7,38.417,-113.017,UT
997176,58.4,59.602,-151.417,AK
997258,57.8,43.01,-82.42,
722677,61.7,35.0,-105.667,NM
722677,61.7,35.003,-105.663,NM
998172,54.0,56.05,-132.7,AK
725100,68.2,42.271,-71.873,MA
726056,70.5,43.284,-70.929,NH
726056,70.5,43.278,-70.922,NH
722070,80.2,32.131,-81.202,GA
725254,68.9,41.338,-84.429,OH
725254,68.9,41.338,-84.429,OH
745944,77.2,39.281,-76.611,MD
725144,69.5,40.433,-76.567,PA
725144,69.5,40.433,-76.567,PA
726390,59.9,45.072,-83.564,MI
722868,89.2,33.833,-116.5,CA
722868,89.2,33.822,-116.504,CA
723710,69.8,36.933,-111.45,AZ
723710,69.8,36.926,-111.448,AZ
997697,63.0,46.48,-84.3,MI
725670,59.2,42.878,-100.55,NE
722230,84.5,30.688,-88.246,AL
725145,65.7,41.7,-74.8,NY
725145,65.7,41.701,-74.795,NY
723085,73.1,36.937,-76.289,VA
725016,71.1,40.817,-72.867,NY
725016,71.1,40.822,-72.869,NY
703500,64.7,57.751,-152.486,AK
727870,60.5,47.967,-117.427,WA
727870,60.5,47.974,-117.428,WA
725260,64.9,42.08,-80.182,PA
722142,61.8,44.517,-114.218,ID
722142,61.8,44.523,-114.215,ID
724620,52.0,37.439,-105.861,CO
724029,71.2,37.708,-77.434,VA
724029,71.2,37.7,-77.433,VA
727690,58.6,48.603,-112.375,MT
725157,62.2,42.11,-77.99,NY
725157,62.2,42.109,-77.992,NY
997796,53.9,58.2,-134.133,AK
723980,70.9,38.341,-75.513,MD
998175,57.3,35.167,-120.733,CA
702590,59.6,60.58,-151.239,AK
725866,64.2,42.483,-114.483,ID
725866,64.2,42.482,-114.487,ID
702715,58.0,61.933,-147.167,AK
